,DateTime,Uid,Tweet,Label (Specialist),HashTag
26,18/5/2021 05:45,5758f9083a5e,กินยาแล้วแต่ไม่ง่วงเลยแต่ก็ทำงานไม่ได้เช่นกันไร้ประโยชน์สิ้นดี,Other,#โรคซึมเศร้า
27,23/6/2021 16:06,1bff02682eec,มีใครวางแผนว่าจะจากไปภายในสิ้นปีนี้บ้าง,Level 2,#โรคซึมเศร้า
28,14/5/2021 14:27,4ff4aa83a4df,ถ้าหายไปคงดีสินะ,Level 1,#โรคซึมเศร้า
30,14/5/2021 14:18,4ff4aa83a4df,ต้องอยู่กับมันอีกนานเท่าไร,Level 1,#โรคซึมเศร้า
31,29/6/2021 05:36,e751bdbfbcc4,เหนื่อยที่จะตามงานแล้วเหนื่อยที่จะใช้ชีวิตแล้วเหนื่อยที่จะอยู่ต่อไปแล้วขอหลับไปตลอดกาลเถอะนะ,Level 1,#ซึมเศร้า #ปัญหาครอบครัว #อยากตาย
32,26/8/2021 19:19,f36be2d4eeff,แค่เรื่องบางเรื่องยังตัดสินใจเองไม่ได้เลือกเองไม่ได้ทุกอย่างมันต้องขึ้นอยู่กับคนรอบข้างงั้นหรือ,Other,#อยากตาย
33,12/7/2021 14:22,4ba1846fe0c6,ทำไมเราถึงไม่ตายไปให้มันจบอะ,Level 1,#โรคซึมเศร้า
34,18/5/2021 20:19,8300ba0eba8a,หรือทางเดียวที่จะหลุดพ้นได้คือความตาย,Level 1,#โรคซึมเศร้า
35,17/5/2021 17:34,8300ba0eba8a,เหนื่อยและท้อหาความสุขให้ตัวเองไม่ได้จนบางครั้งก็รู้สึกว่าไม่ไหวอยากตายไปจากโลกนี้,Level 1,#โรคซึมเศร้า
36,30/5/2021 05:55,ff07cb317b2f,หมอถามว่ามีความคิดอยากฆ่าตัวตายมั๊ยเราไม่ได้อยากฆ่าตัวตายนะเราแค่อยากหายไปเฉยๆ,Level 1,#โรคซึมเศร้า
38,17/8/2021 16:48,93d0a596cf97,เจ็บปวดเศร้าสับสนทรมานมากเหลือเกินฉันอยากตายอยากตายมากๆจะคลั่งอยู่แล้วจะประสาทกลับแล้ว,Level 3,#โรคซึมเศร้า #โรคแพนิค #depression #depressed
39,26/6/2021 15:33,6f333e4f0b58,เราตายในความคิดตัวเองเป็นร้อยๆรอบแล้วเมื่อไหร่จะตายจริงนะ,Level 3,#โรคซึมเศร้า
41,9/6/2021 10:35,b7776cf501a9,เก่งเหมือนกันนะที่พยายามอยู่ทั้งๆที่ไม่อยากอยู่,Level 1,#โรคซึมเศร้า #อยากตายตั้งแต่อายุ16 #ซึมเศร้า #อยากตาย
42,10/6/2021 21:36,b7776cf501a9,ก็จริงที่ชีวิตมันมีครั้งเดียวแต่ทำไมมันถึงไม่น่าอยู่,Level 1,#ซึมเศร้า  #โรคซึมเศร้า #อยากตาย#อยากตายตั้งแต่อายุ16 #เสียงกระซิบจากความมืด
43,10/6/2021 21:00,b7776cf501a9,เหนื่อยเหนื่อยเหนื่อยไม่ไหวแล้ว,Level 1,#ซึมเศร้า #อยากตาย
44,10/6/2021 20:55,b7776cf501a9,ถ้าการที่เราร้องไห้แล้วมันดีขึ้นมันก็ดีแต่เราร้องไห้บ่อยเกินไปจนเราไม่อยากร้องไห้มันอีกแล้ว,Level 1,#ซึมเศร้า #อยากตาย #โรคซึมเศร้า
45,9/6/2021 10:37,b7776cf501a9,ตายไปตั้งแต่แรกก็ดี,Level 1,#โรคซึมเศร้า #ซึมเศร้า
46,9/6/2021 10:35,b7776cf501a9,กุอิจฉาคนที่ตายไปแล้วว่ะ,Level 1,#โรคซึมเศร้า #อยากตายตั้งแต่อายุ16 #ซึมเศร้า #อยากตาย
47,10/6/2021 21:00,b7776cf501a9,ใครสนใจละถ้ากูตายไปแล้วมึงจะมาเสียใจให้กูทำไมทั้งๆที่มึงไม่ได้ทำดีกับกูทั้งแต่แรกแล้ว,Level 1,#ซึมเศร้า #อยากตาย
48,10/6/2021 20:55,b7776cf501a9,ฉันทำทุกอย่างไปเพื่ออะไร,Other,#ซึมเศร้า #อยากตาย #โรคซึมเศร้า
49,17/6/2021 04:07,b7776cf501a9,อยากตายทุกวันเลยอีเหี้ย,Level 1,#โรคซึมเศร้า #ซึมเศร้า
50,7/7/2021 07:15,b7776cf501a9,เพื่อจะมีชีวิตอยู่ต้องปรับตัวเพื่อที่จะรักใครสักคนต้องปรับใจแต่ถึงอยู่ไปก็ไม่มีใครรักหรอก,Level 1,#โรคซึมเศร้า
51,12/7/2021 12:17,b7776cf501a9,เหนื่อยเหนื่อยจริงๆเหนื่อยจนอยากหายไปจากที่นี้,Level 1,#เรียนออนไลน์เราจะตายกันหมด
52,12/7/2021 12:02,b7776cf501a9,ถ้าตายตอนนี้คงไม่รู้สึกอะไรแล้วแหละหลับสบายคงดี,Level 3,#อยากตาย #โรคซึมเศร้า #ซึมเศร้า#กรีดแขน #อยากตาย
53,19/7/2021 03:50,b7776cf501a9,โลกนี้โหดร้ายกับฉันจัง,Level 1,#โรคซึมเศร้า #อยากตาย
55,23/7/2021 18:31,b7776cf501a9,ก็แหงแหละไม่มีใครเข้าใจผมหรอกว่าต้องทุกข์ทรมานแค่ไหน,Level 1,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
56,23/7/2021 18:29,b7776cf501a9,หมดหนทางการใช้ชีวิตแล้ว,Level 1,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
57,22/7/2021 21:31,b7776cf501a9,เหนื่อยมากเลยโว้ยจะทนไม่ไหวแล้ว,Level 1,#โรคซึมเศร้า #อยากตาย
58,22/7/2021 13:17,b7776cf501a9,เมื่อไหร่กูจะตายวะอีเหี้ยเบื่อฉิบหายเวลากรรมของกูทำไมยาวนานจังอีสัสรีบๆตายเหอะกูเนี่ยเหนื่อยแล้วไอเวร,Level 1,#โรคซึมเศร้า #อยากตาย
59,24/7/2021 02:18,b7776cf501a9,เมื่อไหร่กูจะตายวะอีเหี้ยเบื่อฉิบหายเวลากรรมของกูทำไมยาวนานจังอีสัสรีบๆตายเหอะกูเนี่ยเหนื่อยแล้วไอเวร,Level 1,#อยากตาย #โรคซึมเศร้า
60,23/7/2021 18:31,b7776cf501a9,ถ้ามีหนูเป็นลูกมันแย่มากหนูตายให้ก็ได้นะหนูไม่ได้เสียดายชีวิตเท่าไหร่หรอก,Level 2,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
61,23/7/2021 18:29,b7776cf501a9,แนะนำวิธีทำร้ายตัวเองแบบไม่เจ็บให้หน่อยค่ะ,Level 3,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
62,30/7/2021 19:23,b7776cf501a9,ในความคิดฉันตายเป็นพันครั้งต่อนาที,Level 1,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
63,29/7/2021 22:34,b7776cf501a9,ไม่อยากอยู่แล้ว,Level 1,#โรคซึมเศร้า #ซึมเศร้า #อยากตาย
64,10/8/2021 12:31,b7776cf501a9,ชีวิตนี้ไม่หวังอะไรอีกแล้วอยู่ไปก็ไม่มีความหมายอะไรอีกแล้วโลกนี้มันช่างโหดร้ายเกินที่คนอย่างเราจะทนไหว,Level 3,#โรคซึมเศร้า #ซึมเศร้า
65,11/8/2021 19:47,b7776cf501a9,พูดได้เต็มปากเลยถ้าเราฆ่าตัวตายต้นเหตุมาจากพ่อแม่ทั้งหมด,Level 2,#โรคซึมเศร้า #ซึมเศร้า
66,18/8/2021 19:16,b7776cf501a9,แรงในบัลดาลใจสุดท้ายในการมีชีวิตอยู่เริ่มถูกทำลายไปช้าๆโดยที่เราทำอะไรไม่ได้เลยได้แต่เฝ้าดูแล้วทรมานกับสิ่งที่เป็น,Level 1,#โรคซึมเศร้า #ซึมเศร้า
68,18/8/2021 19:00,b7776cf501a9,อยากตายขอวิธีตายแบบง่ายๆหน่อยสิ,Level 3,#โรคซึมเศร้า #ซึมเศร้า
69,17/8/2021 18:25,b7776cf501a9,ถ้าติดโควิดจริงก็ขอให้ตายเลยนะ,Level 1,#โรคซึมเศร้า
70,17/8/2021 18:08,b7776cf501a9,เราเหนื่อยที่แปลว่าเราเหนื่อยกับการมีชีวิตบนโลกใบนี้ไม่ได้เหนื่อยเพราะทำงานหรือเพราะอะไร,Level 1,#โรคซึมเศร้า #ซึมเศร้า
71,18/8/2021 19:21,b7776cf501a9,เกลียดตัวเองชอบหายมีแต่ทำให้อะไรๆแย่ลงเราควรอยู่คนเดียวไม่ก็หายไปซะ,Level 1,#โรคซึมเศร้า #ซึมเศร้า
72,17/8/2021 18:25,b7776cf501a9,ถ้าวันหนึ่งผมตายไปใครละที่จะเสียใจ,Other,#ซึมเศร้า #โรคซึมเศร้า
73,17/8/2021 18:04,b7776cf501a9,กูยังทรมานไม่พออีกหรอวะต้องตายก่อนหรือไงกัน,Level 1,#มออุบล #ซึมเศร้า
74,17/8/2021 17:54,b7776cf501a9,ทำไมต้องเกิดมาอ้วนถามตัวเองซ้ำๆทุกวันเคยตั้งใจออกกำลังกายคุมอาหารแต่น้ำหนักก็ไม่ลดเลยท้อเครียดเหนื่อยอยากตาย,Level 1,#โรคซึมเศร้า #ซึมเศร้า
75,17/8/2021 09:02,b7776cf501a9,จะตายไหมคะ,Other,#โรคซึมเศร้า #ซึมเศร้า
76,25/8/2021 02:07,b7776cf501a9,รู้อยู่แก่ใจแหละว่าอยากตายแต่เสียดายที่เป็นปืนปลอม,Level 5,#โรคซึมเศร้า #ซึมเศร้า #โรคเครียด #อยากตาย
77,18/8/2021 19:21,b7776cf501a9,เกลียดตัวเองชอบหายมีแต่ทำให้อะไรๆแย่ลงเราควรอยู่คนเดียวไม่ก็หายไปซะ,Level 1,#โรคซึมเศร้า #ซึมเศร้า
78,18/8/2021 19:11,b7776cf501a9,อยากจะบอกทุกคนให้รับรู้นะคนที่เป็นซึมเศร้าอะเขาไม่คิดจะทำร้ายคนอื่นเขาคิดทำร้ายตัวเอง,Other,#โรคซึมเศร้า #ซึมเศร้า
79,17/8/2021 18:25,b7776cf501a9,ถ้าวันหนึ่งผมตายไปใครละที่จะเสียใจ,Other,#ซึมเศร้า #โรคซึมเศร้า
80,17/8/2021 18:04,b7776cf501a9,กูยังทรมานไม่พออีกหรอวะต้องตายก่อนหรือไงกัน,Level 1,#มออุบล #ซึมเศร้า
81,17/8/2021 17:54,b7776cf501a9,ทำไมต้องเกิดมาอ้วนถามตัวเองซ้ำๆทุกวันเคยตั้งใจออกกำลังกายคุมอาหารแต่น้ำหนักก็ไม่ลดเลยท้อเครียดเหนื่อยอยากตาย,Level 1,#โรคซึมเศร้า #ซึมเศร้า
83,23/8/2021 15:27,b7776cf501a9,ใครมีวิธีหยุดความคิดอยากทำร้ายตัวเองบ้างง่า,Level 5,#โรคซึมเศร้า
84,26/8/2021 03:48,b7776cf501a9,ขอวิธีฆ่าตัวตายค่ะจริงจังค่ะ,Level 3,#โรคซึมเศร้า #ซึมเศร้า
85,26/8/2021 03:47,b7776cf501a9,กูขอวิธีฆ่าตัวตายขอร้องจริงจังทนไม่ไหวกับชีวิตนี้แล้ว,Level 3,#โรคซึมเศร้า #ซึมเศร้า
86,26/8/2021 01:39,b7776cf501a9,อยากตายโดยไม่ต้องทำร้ายตัวเอง,Level 1,#โรคซึมเศร้า #ซึมเศร้า
87,25/8/2021 02:50,b7776cf501a9,เราฆ่าตัวตายดีมั้ยเราเหนื่อยๆมากเราเกลียดครอบครัวตัวเอง,Level 2,#โรคซึมเศร้า
88,25/8/2021 01:49,b7776cf501a9,อยากหายไปโดยที่คนรอบข้างไม่รับรู้,Level 1,#โรคซึมเศร้า #โรคเครียด #ซึมเศร้า #เครียด
89,25/8/2021 02:07,b7776cf501a9,ซักวันเราจะจากไปอย่างเงียบๆโดยที่พวกคุณไม่ต้องลำบาก,Level 1,"#โรคซึมเศร้า #ซึมเศร้า #โรคเครียด 
#อยากตาย"
90,4/9/2021 07:32,b7776cf501a9,โลกหลังความตายจะสบายกว่าโลกนี้รึป่าว,Other,#โรคซึมเศร้า #ซึมเศร้า
91,14/5/2021 15:22,13c080babc96,อยากนอนหลับไปแล้วไม่ต้องตื่นเลยไม่ต้องมารับรู้อะไรเกี่ยวกับโลกนี้แล้ว,Level 1,#โรคซึมเศร้า
92,14/5/2021 15:22,13c080babc96,อยากนอนหลับไปแล้วไม่ต้องตื่นเลยไม่ต้องมารับรู้อะไรเกี่ยวกับโลกนี้แล้ว,Level 1,#โรคซึมเศร้า
93,27/7/2021 16:05,fae39ec91fd9,เรากล้าที่จะกรีดตรงคอแล้วนะ,Level 5,#ซึมเศร้า #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
94,4/7/2021 14:36,2b8f37170b4e,บ่นเหนื่อยรอบที่ล้านทำไมไม่ตายๆไปสักทีวะตัวกู,Level 1,#โรคซึมเศร้า
95,24/6/2021 14:16,2f67905be441,เห้อเราต้องมีความรู้สึกแบบนี้ไม่ถึงเมื่อไหร่เครียดปัญหาเหนื่อยท้อแท้กับชีวิต,Other,#อยากตาย #โรคซึมเศร้า
96,15/5/2021 10:50,2b4fa5878b26,ชีวิตที่ไร้ความหมาย,Level 1,#โรคซึมเศร้า
98,17/9/2021 14:24,47d4853de6a1,การมีชีวิตอยู่ไม่น่าจดจำเท่ากับการจากไป,Level 1,#โรคซึมเศร้า #วันศุกร์กับซึมเศร้า
99,17/9/2021 14:24,47d4853de6a1,อยากหายไปจากทุกคนเลย,Level 1,#โรคซึมเศร้า #วันศุกร์กับซึมเศร้า
100,17/8/2021 16:18,7f96e8002228,ไม่ต้องสนใจรอยแผลพวกนี้หรอก,Level 5,#โรคซึมเศร้า
101,28/5/2021 07:47,372e9c133252,ไม่ใช่ว่าอยากจะตายแต่การมีชีวิตอยู่มันทรมาน,Other,#โรคซึมเศร้า
102,28/5/2021 13:43,4b6d444c656b,มันกลับมาอีกแล้วเครียดจนอยากจะเอามีดมาปาดคอตัวเองให้ตายอยู่แล้วใครก็ได้บอกเขาหยุดพูดทีหยุดตอกย้ำกันสักที,Level 4,#โรคซึมเศร้า
103,10/9/2021 16:41,4b6d444c656b,หมอเห็นแผลหนูไหม,Level 5,#โรคซึมเศร้า
104,29/6/2021 17:21,97e0beed816d,เค้าไล่ให้กูไปกระโดดตึกตาย,Other,#โรคซึมเศร้า
106,18/9/2021 19:33,97e0beed816d,เกือบจะเลิกทำร้ายตัวเองแล้วเชียว,Level 5,#โรคซึมเศร้า
108,4/9/2021 18:48,b3472ee14a1d,มีคนบอกให้เราตายด้วยดีใจจัง,Level 1,#โรคซึมเศร้า
109,10/8/2021 11:30,df7adbdf6353,ขอโทษนะที่มีชีวิตอยู่ต่อไม่ไหวแล้วบอบช้ำเหลือเกิน,Level 4,#โรคซึมเศร้า
110,10/8/2021 04:30,67acbd19d349,บรรจงกรีดใบมีดลงไปที่ข้อมือข้างซ้ายโดยไม่นึกถึงความเจ็บปวดใดๆนึกถึงแต่ความตายเท่านั้น,Level 5,#โรคซึมเศร้า
111,10/8/2021 04:27,67acbd19d349,อยากหลับแล้วไม่ตื่นขึ้นมาอีกเลยไม่ตื่นขึ้นมาแล้วได้มั้ยเหนื่อยเหลือเกินไม่อยากรู้สึกอะไรอีกแล้ว,Level 1,#โรคซึมเศร้า
112,6/9/2021 19:24,ffc585ae6706,เห็นแผลพวกนี้ไหมนั่นแปลว่าเราไม่ได้ดีขึ้นเลยแม้แต่น้อยนะ,Level 5,#โรคซึมเศร้า
113,27/5/2021 15:55,ef9815e23a08,ฉันฝันว่าตัวเองฆ่าตัวตายคิดว่าสักวันมันคงเป็นจริง,Level 2,#โรคซึมเศร้า
114,27/6/2021 11:56,b3df118d28ae,ฆ่าตัวตายเลยดีไหมนะจะได้จบ,Level 2,#โรคซึมเศร้า
115,6/7/2021 20:05,8f61ef93daab,ใครจะไปรู้ว่าแท้จริงแล้วเรารู้สึกยังไงนอกจากตัวเราเอง,Other,#ซึมเศร้า  #โรคซึมเศร้า  #อยากตาย
116,21/7/2021 15:18,8f61ef93daab,พยายามที่จะตาย,Level 5,#อยากตาย #โรคซึมเศร้า #เครียด
117,19/5/2021 15:35,3f045659722a,ถ้าแยกร่างได้จะเหยียบคันเร่งให้แรงที่สุดแล้วขับรถชนตัวเองให้จบๆไป,Level 4,#ครอบครัวไม่ใช่เซฟโซน #โรคซึมเศร้า
118,12/8/2021 21:12,3f045659722a,อยากช่วยฉันหรอช่วยทำให้ฉันตายสิ,Level 1,#โรคซึมเศร้า
120,14/7/2021 15:16,23d61728b59b,โลกนี้มันไม่น่าอยู่เลยเนอะ,Level 1,#โรคซึมเศร้า
121,24/7/2021 13:43,23d61728b59b,เอามีดมาแทงฉันเลยฉันไม่อยากมีชีวิตแบบนี้แล้ว,Level 1,#โรคซึมเศร้า
122,23/8/2021 13:02,23d61728b59b,ขอร้องเลยนะอย่าคิดว่าฆ่าตัวตายเป็นการคิดสั้นได้ป่ะว่ะ,Level 2,#โรคซึมเศร้า
123,12/8/2021 08:58,f7df56674b68,ชีวิตตอนนี้แย่ลงเรื่อยๆตายไปเลยก็ดีถึงวันนั้นทุกคนคงจะหันมารักเรา,Level 1,#โรคซึมเศร้า
124,18/8/2021 10:53,f7df56674b68,วันนี้กูโดนแม่ตบกอดกูทีได้ไหมเหนื่อยถ้าตายได้คงดีแต่ฉันนั้นขี้ขลาดเหลือเกิน,Level 1,#โรคซึมเศร้า
125,18/8/2021 10:39,f7df56674b68,กรีดตรงไหนถึงจะไม่มีใครเห็นกันนะข้อมือก็เห็นต้นแขนก็ต้องฉีดยาตรงขาก็ต้องใส่กระโปรงหรือกรีดคอตายไปเลยดีกว่า,Level 5,#โรคซึมเศร้า
126,28/8/2021 15:05,f7df56674b68,ทุกคนจะรักเราเมื่อเราตายไปแล้ว,Level 1,#โรคซึมเศร้า
127,27/8/2021 16:55,f7df56674b68,ยังยืนยันคำเดิมเสมอว่าถ้าวันไหนที่ฆ่าตัวตายวันนั้นทุกคนไม่ต้องเสียใจวันนั้นคือวันที่เรารักตัวเองมากที่สุดแล้ว,Level 2,#โรคซึมเศร้า
128,9/9/2021 10:38,c3781abf57c4,ไม่อยากอยู่ในโลกใบนี้แล้วท้อแล้ว,Level 1,#อยากตาย
130,9/9/2021 10:38,c3781abf57c4,เราไม่เป็นไรเราไม่ได้ดิ่งไม่ได้ดาวน์นะแต่เราอยากตายมันแค่รู้สึกพอแล้วกะชีวิต,Level 1,#อยากตาย
131,26/6/2021 23:42,835ad787a394,ฟุ้งซ่านอยากกรีดแขนอีกแล้ว,Level 5,"#ความรู้สึกของวันนี้ 
#โรคซึมเศร้า"
132,2/6/2021 18:03,238855e89797,ถ้าวันนึงฉันไม่ตื่นขึ้นมา,Level 1,#โรคซึมเศร้า
133,24/7/2021 11:43,47fe366a5820,มีใครอยากแชร์วิธีการตายมั้ยง่ะเราดิ่งมาก,Level 3,#ซึมเศร้า
134,24/7/2021 11:42,47fe366a5820,สุดท้ายก็ทำร้ายตัวเอง,Level 5,#ซึมเศร้า
135,26/8/2021 18:17,637a7d5c0b0c,นอนไม่ได้อยากตาย,Other,#โรคซึมเศร้า
137,9/9/2021 10:19,77ec531c1331,ฉันแตกสลายพอรึยังยังหรอกเธอยังต้องแตกสลายไปอีกเรื่อยๆจนมันไม่เหลืออะไร,Other,#โรคซึมเศร้า #ท้อเว้ย
138,10/8/2021 15:57,57521de85c39,ใช้ปากกาแดงขีดแขนแต่เลือดออกจริงแผลเก่ายังไม่สมาน,Level 5,#โรคซึมเศร้า
139,22/6/2021 20:27,932f598cf649,เกลียดพ่อมากเลยค่ะเกลียดเวลาเค้าทะเลาะกับแม่เกลียดชีวิตตัวเองที่แม่งห่วยแตกเกลียดเสียงเค้าจนอยากจะตายๆหนีไปเป็นร้อยๆรอบ,Level 1,#โรคซึมเศร้า
140,18/5/2021 08:55,932f598cf649,ขอวิธีตายแบบไม่ทรมานหน่อย,Level 3,#โรคซึมเศร้า
141,9/7/2021 17:01,8fdea1499fcf,อยากนอนหลับโดยที่ไม่ต้องฟื้นขึ้นมาอีกไม่ต้องรับรู้อะไรทั้งนั้น,Level 1,"#โรคซึมเศร้า 
#เบื่อ"
142,31/7/2021 16:48,5b7af6c5244b,แค่ฉันหายไปทุกอย่างก็ดีขึ้นขอแค่ความตายยากมากมั้งไม่ตายสักทีทุกครั้งที่กูพยายามจะตายแม่งก็ไม่ตาย,Level 5,#ซึมเศร้า
143,16/6/2021 07:21,3b6a9b0c5e1b,อยากตายมาหลายรอบแต่ไม่เคยได้ตาย,Level 5,#โรคซึมเศร้า
144,28/6/2021 18:32,fba4c18c88a1,เหนื่อยไม่อยากอยู่ไม่อยากรักษา,Level 1,#โรคซึมเศร้า
145,23/5/2021 13:11,b3fb848ee784,ใครจะรู้วันนี้อาจจะเป็นวันสุดท้ายก็ได้ในบนโลกใบนี้,Level 5,#โรคซึมเศร้า
146,23/5/2021 13:21,b3fb848ee784,ตอนนี้ฉันรู้สึกผิดที่เกิดมา,Other,#โรคซึมเศร้า
147,23/5/2021 13:18,b3fb848ee784,สุดท้ายกูก็ผิดผิดที่เกิดมาผิดที่เป็นกูผิดทุกอย่างแล้วกูขอเกิดมาหรอกูไม่ได้ขอหนิถ้าเกิดมาแล้วเจอแบบนี้ตายๆไปดีกว่า,Level 1,#โรคซึมเศร้า
148,20/6/2021 13:43,07a209e15bd5,ห้องสี่เหลี่ยมเล็กๆมีความปลอดภัยทางจิตใจและความรู้สึกมากกว่าอยู่กับครอบครัวตั้งเยอะ,Other,#อยากตาย #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
149,22/6/2021 08:10,07a209e15bd5,ถ้ากูตายทุกอย่างจะจบมั้ย,Level 1,#โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
150,28/8/2021 12:39,67d27bc470f1,อยู่แบบไร้ตัวตนในสายตาคนอื่นมันอึดอัดมากนะ,Other,#อยากตาย
151,6/9/2021 15:19,df6c51a8775a,แผลแค่นี้ทำอะไรเราไม่ได้หรอกให้ได้ระบายมันออกมาบ้างเถอะไม่ไหวแล้วไม่อยากสู้แล้ว,Level 5,#โรคซึมเศร้า
152,23/5/2021 09:16,ab5de690f3e0,ฉันเหนื่อยฉันอยากนอนแต่ร่างกายฉันมันไม่อยากนอนจนบางวันฉันรู้สึกอยากที่จะนอนหลับไปเลย,Level 1,#โรคซึมเศร้า
153,20/7/2021 13:10,37a7bb42a566,ท้องตอนเป็นโรคซึมเศร้าจิตใจไม่ไหวร่างกายก็แย่,Other,#ซึมเศร้า #การฆ่าตัวตาย #ครอบครัวไม่ใช่เซฟโซน
154,24/5/2021 02:56,6f07758c92d6,เหนื่อยว่ะทนอีกหน่อยนะอีกไม่กี่ชั่วโมงก็จะเช้าแล้วแต่จะทนไหวรึป่าวนี่สิ,Level 2,#โรคซึมเศร้า
155,26/6/2021 14:21,0338d6bde97c,ตอนเด็กอยากโตตอนโตอยากตาย,Level 1,#โรคซึมเศร้า #cyberbullying 
156,2/7/2021 15:03,b7f1955ec975,ผลที่ตามมาคือเดิมพันด้วยชีวิตถ้าวันนี้ไม่รอดอย่าถามถึงวันพรุ่งนี้,Level 4,#โรคซึมเศร้า
